compound_id,SMILES,binding_mode_class,pic50,pic50_date,DATESOLVED,docking_folder,aminohetaryl_c1_amide_split,aryl_c1_amide_c2_hetaryl_split,temporal_2012_split,c1_hetaryl_alkyl_c2_hetaryl_split,temporal_2013_split,temporal_2011_split,random_split
114,Cc1cccc(-c2cn3c(n2)C[C@H](NC(=O)c2c(C(=O)N(C)C4CC4)cnn2C)CC3)c1,aryl_c1_amide_c2_hetaryl,8.0692546716888867,04-Oct-2010,04-Feb-10,5ses_114,train,test,train,train,train,train,val
115,Cn1c(Cl)nc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,aryl_c1_amide_c2_hetaryl,9.343256213067622,07-Feb-2011,04-Feb-10,5se7_115,train,test,train,train,train,test,test
116,CC(C)Oc1cc(C(=O)Nc2ccn3nc(-c4ccccc4)nc3c2)cc(Cl)n1,aryl_c1_amide_c2_hetaryl,7.1875278433243706,25-Jul-2011,09-Feb-11,5se3_116,train,test,val,val,train,test,train
117,Cn1nc(N2CCCC2)nc1CCc1nc2cccc(C(F)(F)F)n2n1,c1_hetaryl_alkyl_c2_hetaryl,7.2472449575293234,18-Jun-2012,04-Jun-12,5seu_117,train,train,test,test,val,,train
118,O=C(N[C@@H]1C[C@@H](CO)N(c2ccc(Cl)cn2)C1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.62874737087506,19-Oct-2009,14-Oct-09,5sfg_118,test,train,train,train,train,train,train
119,Cc1c(Cl)cc(OCC(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,9.304197274556908,01-Oct-2012,01-Feb-12,5sej_119,val,val,test,test,val,,train
120,COc1ccccc1-c1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1,aryl_c1_amide_c2_hetaryl,9.219085313918678,14-Dec-2010,04-Feb-10,5se7_120,train,test,train,train,train,val,val
121,Cc1c(CO)nc2ccc(OCc3nc(-c4ccccc4)cn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,6.4403075840149805,30-Jan-2012,11-Jul-11,5se9_121,train,train,test,test,train,,train
122,Cc1c(C#N)nc2ccc(CCc3nc(-c4ccccc4)cn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.271402756616568,16-Jan-2012,19-Jul-11,5sf5_122,train,train,test,test,train,,train
123,COc1c(Cl)ccc2nc(CCc3nc(-c4ccccc4)cn3C)[nH]c(=O)c12,c1_hetaryl_alkyl_c2_hetaryl,7.4804082426893928,16-May-2011,24-Sep-10,5sdu_123,train,train,train,test,train,test,train
124,Cn1nc(-c2ccc(Cl)cn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.499900808084277,14-Sep-2009,15-Jun-09,5sf4_124,test,train,train,train,train,train,test
125,Cn1ncc(C(=O)N(CCO)CCO)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,aryl_c1_amide_c2_hetaryl,8.3996806702483386,18-Jun-2012,08-May-12,5ser_125,train,test,test,val,val,,test
126,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2cc(-c3cccc(O)c3)nc2n1,aryl_c1_amide_c2_hetaryl,8.470698002212019,24-Aug-2010,21-Jul-10,5sfr_126,train,test,train,train,train,train,train
127,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C3CC3)nn12,c1_hetaryl_alkyl_c2_hetaryl,9.145086977692144,18-Mar-2013,01-Feb-12,5sej_127,val,val,,test,test,,test
128,Cc1c(C(N)=O)nc2ccc(OCc3nc(-c4ccccc4)cn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,6.9411224529694928,07-Nov-2011,11-Jul-11,5se9_128,train,train,val,test,train,test,train
129,Cc1nc(CCc2nc(-c3ccccc3)cn2C)nc2ccccc12,c1_hetaryl_alkyl_c2_hetaryl,8.280172763168315,07-Feb-2011,24-Sep-10,5se2_129,train,train,train,test,train,test,val
130,COc1ccccc1-c1cn(C)c(CCNC(=O)c2c(C(=O)N3CCC3)cnn2C)n1,aryl_c1_amide_c2_hetaryl,8.770574152079305,27-Jun-2011,16-May-11,5sfo_130,train,test,val,val,train,test,val
131,CC(=O)O.O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1c(C(=O)N2CCC2)cnn1CCF,aryl_c1_amide_c2_hetaryl,5.87302939991577647,24-Jan-2011,04-Feb-10,5se7_131,train,test,train,train,train,test,val
132,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1cc(Cl)nc(N2CCCC2)c1,aryl_c1_amide_c2_hetaryl,7.3163145854068108,27-Jun-2011,09-Feb-11,5se3_132,train,test,val,val,train,test,train
133,CN(C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3)nc2C1)C1CC1,aryl_c1_amide_c2_hetaryl,8.3668346463160965,19-Apr-2010,04-Feb-10,5ses_133,train,test,train,train,train,train,test
134,Cn1nc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)cc1-c1ccccn1,aminohetaryl_c1_amide,6.8963570119925152,16-Nov-2009,15-Jun-09,5sf4_134,test,train,train,train,train,train,test
135,Cc1c(Br)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,9.3636940151127646,06-Aug-2012,01-Feb-12,5sej_135,val,val,test,test,val,,train
136,CCN(C)C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3cccc(OC)c3)nc2C1,aryl_c1_amide_c2_hetaryl,5.76113478208281066,06-Dec-2010,04-Feb-10,5ses_136,train,test,train,train,train,val,train
137,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cn(-c2ccc3ccccc3n2)cn1,aryl_c1_amide_c2_hetaryl,9.1567672219019904,26-Aug-2009,05-Jun-09,5sen_137,train,test,train,train,train,train,train
138,Cc1cc(C#Cc2nc(N3CCCC3)nn2C)nn2c(C)c(C(F)(F)F)nc12,c1_hetaryl_alkyl_c2_hetaryl,9.1924649719311464,26-Sep-2012,14-Dec-11,5sf1_138,val,val,test,test,val,,test
139,COC1CN(C(=O)c2cnn(C)c2C(=O)Nc2ccn3nc(-c4ccccc4)nc3c2)C1,aryl_c1_amide_c2_hetaryl,7.6104215067157737,19-Jul-2010,04-Feb-10,5se7_139,train,test,train,train,train,train,train
140,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccc(F)c3)nc2c1,aryl_c1_amide_c2_hetaryl,8.973574185630191,11-Apr-2011,04-Feb-10,5se7_140,train,test,train,val,train,test,val
141,Cc1cccc(-c2cn3c(n2)C[C@H](NC(=O)c2c(C(=O)N4CCC4)cnn2C)CC3)c1,aryl_c1_amide_c2_hetaryl,8.13335827943396,25-May-2010,04-Feb-10,5ses_141,train,test,train,train,train,train,train
142,Cc1oc(-c2ccccc2)nc1CCc1cccc(N2CCCC2)n1,c1_hetaryl_alkyl_c2_hetaryl,5.696885191335948,07-Feb-2011,24-Sep-10,5sdu_142,train,train,train,test,train,test,train
143,CC(=O)Oc1cccc(-c2cn3ccc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)nc3n2)c1,aryl_c1_amide_c2_hetaryl,7.4370056920525793,17-Aug-2010,21-Jul-10,5sfr_143,train,test,train,train,train,train,train
144,CCN(C)C(=O)c1c(C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)cnn1C,aryl_c1_amide_c2_hetaryl,5.0,03-May-2010,28-Apr-10,5sfc_144,train,test,train,train,train,train,train
145,CNC(=O)c1cc(CCc2nc(N3CCCC3)nn2C)nn2c(C)c(C(F)(F)F)nc12,c1_hetaryl_alkyl_c2_hetaryl,7.8645810949721475,19-Feb-2013,13-FEB-13,5sfb_145,val,val,,test,test,,train
146,COCCOc1cc(Cl)c(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,9.764576218128481,21-Jan-2013,01-Feb-12,5sej_146,val,val,,test,test,,train
147,COCCN(C)C(=O)c1cnn(C)c1C(=O)Nc1ccn2cc(-c3ccnc(F)c3)nc2n1,aryl_c1_amide_c2_hetaryl,6.1075942644068004,24-Jan-2011,21-Jul-10,5sfr_147,train,test,train,train,train,test,val
148,COc1cccc(-c2cn3c(n2)C[C@H](NC(=O)c2c(C(=O)N4CCC4)cnn2C)CC3)c1,aryl_c1_amide_c2_hetaryl,6.04049544820860592,20-Dec-2010,04-Feb-10,5ses_148,train,test,train,train,train,val,train
149,Cc1ncc(C)n2nc(CCc3nc(-n4ccccc4=O)cn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,6.7108571640676669,23-Sep-2013,08-Nov-11,5sep_149,val,val,,test,test,,train
150,O=C1c2ccccc2C(=O)N1CCc1nc(-c2ccccc2)cs1,aryl_c1_amide_c2_hetaryl,6.46544721866036454,04-Apr-2011,07-Oct-10,5seo_150,train,test,train,val,train,test,train
151,Cn1cc(-c2cccnc2)nc1CCNC(=O)c1c(C(=O)N2CCC2)cnn1C,aryl_c1_amide_c2_hetaryl,7.9602290730684206,27-Jun-2011,16-May-11,5sfo_151,train,test,val,val,train,test,train
152,CNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1oc(COCc2ccccc2)nc1C,aryl_c1_amide_c2_hetaryl,7.295394827799015,05-Oct-2009,30-Sep-09,5sex_152,train,test,train,train,train,train,val
153,Cn1ncc(C(=O)NCc2ccno2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,aryl_c1_amide_c2_hetaryl,7.45523763978337,05-Jul-2010,03-May-10,5sfj_153,train,test,train,train,train,train,test
154,Cc1c(Cl)cc(C(F)(F)F)c2nc(/C=C/c3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.5617741923954704,28-Jan-2013,01-Feb-12,5sei_154,val,val,,test,test,,train
155,Cc1c(C(F)F)nc2ccc(C#Cc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.3240384503578304,02-Apr-2012,14-Dec-11,5sf1_155,train,train,test,test,val,,val
156,Cn1nc(N2CCCC2)nc1CCc1nc2cc(C#N)ccn2n1,c1_hetaryl_alkyl_c2_hetaryl,6.4985737291105933,18-Jun-2012,04-Jun-12,5seu_156,train,train,test,test,val,,train
157,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.9602841192870297,02-Jul-2012,01-Feb-12,5sej_157,train,val,test,test,val,,train
158,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)n(C)n3)nn12,c1_hetaryl_alkyl_c2_hetaryl,9.3526170298853795,26-Nov-2012,01-Feb-12,5sej_158,val,val,test,test,val,,train
159,Cn1nc(-c2cccc(Cl)n2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.5579908408590475,21-Sep-2009,15-Jun-09,5sf4_159,test,train,train,train,train,train,val
160,COc1cccc(-c2nc3cc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)ccn3n2)n1,aryl_c1_amide_c2_hetaryl,8.961379838050297,02-Nov-2011,04-Feb-10,5se7_160,train,test,val,val,train,test,val
161,Cn1ncc(C(=O)N2CCC2)c1C(=O)N[C@@H]1CCn2cc(-c3cccc(Cl)c3)nc2C1,aryl_c1_amide_c2_hetaryl,8.181312336558486,03-May-2010,04-Feb-10,5ses_161,train,test,train,train,train,train,val
162,Clc1ccc2nc(CCc3cccc(N4CCCC4)n3)nc(N3CCOCC3)c2c1,c1_hetaryl_alkyl_c2_hetaryl,8.4759935544426273,04-Apr-2011,09-Feb-11,5sed_162,train,train,train,test,train,test,train
163,CCc1nc(C)c(C(=O)Nc2cc3nc(-c4ccccc4)[nH]c3cc2C(=O)NCC2(CO)COC2)o1,aryl_c1_amide_c2_hetaryl,8.138286412428566,12-Oct-2009,30-Sep-09,5sex_163,train,test,train,train,train,train,train
164,Cn1cc(-c2ccccc2)nc1C#Cc1ccc2nc(C(F)(F)F)cn2n1,c1_hetaryl_alkyl_c2_hetaryl,7.9212532657263925,13-Feb-2012,14-Dec-11,5sf1_164,train,train,test,test,train,,train
165,Cn1ncc(C(=O)N2CC(F)C2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,aryl_c1_amide_c2_hetaryl,9.44471187820255,19-Jul-2010,04-Feb-10,5se7_165,train,test,train,train,train,train,train
166,Cc1nnc2c(C(=O)NCCc3nc(-c4ccccc4)cn3C)cccn12,aryl_c1_amide_c2_hetaryl,7.0226056690066214,02-Apr-2012,16-May-11,5sfo_166,train,test,test,val,val,,train
167,CN(C)c1cc(C(=O)Nc2ccn3nc(-c4ccccc4)nc3c2)cc(Cl)n1,aryl_c1_amide_c2_hetaryl,6.880612126377664,27-Jun-2011,09-Feb-11,5se3_167,train,test,val,val,train,test,train
168,Cn1cc(-c2ccccc2)nc1COc1ccc2nc(C3CC3)c(CO)n2n1,c1_hetaryl_alkyl_c2_hetaryl,6.7776321445467366,30-Jan-2012,11-Jul-11,5se9_168,train,train,test,test,train,,train
169,Cn1cc(-c2ccccc2)nc1CCNC(=O)c1c(C(=O)N2CCC2)nnn1C,aryl_c1_amide_c2_hetaryl,7.1327800775087447,05-Oct-2011,16-May-11,5sfo_169,train,test,val,val,train,test,train
170,Cn1cc(-c2ccccc2)nc1CCc1nc(O)c2ccccc2n1,c1_hetaryl_alkyl_c2_hetaryl,7.2242585189435788,20-Dec-2010,24-Sep-10,5se2_170,train,train,train,test,train,val,train
171,CCc1cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn2c1C,c1_hetaryl_alkyl_c2_hetaryl,8.4728993048081027,21-Aug-2012,01-Feb-12,5sej_171,val,val,test,test,val,,train
172,Cn1ncc(-c2ccccc2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,aryl_c1_amide_c2_hetaryl,6.8795017479109598,15-Nov-2010,04-Feb-10,5se7_172,train,test,train,train,train,val,train
173,Cc1c(-c2ccccc2)nc2n1CC[C@@H](NC(=O)c1c(C(=O)N3CCC3)cnn1C)C2,aryl_c1_amide_c2_hetaryl,7.9589232802845247,26-Apr-2010,04-Feb-10,5ses_173,train,test,train,train,train,train,test
174,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccc2sc(-c3ccccc3)nc2c1,aryl_c1_amide_c2_hetaryl,9.112945621949043,09-Mar-2010,04-Feb-10,5sfx_174,train,test,train,train,train,train,train
175,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3cccc(F)c3)nc2c1,aryl_c1_amide_c2_hetaryl,7.3368080908391071,11-Apr-2011,04-Feb-10,5se7_175,train,test,train,val,train,test,train
176,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccc(F)n3)nc2c1,aryl_c1_amide_c2_hetaryl,8.920456992597094,29-Jun-2011,04-Feb-10,5se7_176,train,test,val,val,train,test,train
177,O=C1c2ccccc2C(=O)N1CCc1csc(-c2ccccc2)n1,aryl_c1_amide_c2_hetaryl,5.59845178973504193,04-Apr-2011,07-Oct-10,5seo_177,train,test,train,val,train,test,train
178,CCc1nc(C)c(C(=O)Nc2cc3nc(-c4ccccc4)[nH]c3cc2C(=O)NCC2(C)COC2)o1,aryl_c1_amide_c2_hetaryl,8.4523483416400307,12-Oct-2009,30-Sep-09,5sex_178,train,test,train,train,train,train,train
179,CNC(=O)c1nc(-c2ccccn2)sc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.865822892423233,21-Sep-2009,15-Jun-09,5sf4_179,test,train,train,train,train,train,val
180,Cn1cc(-c2ccccc2)nc1/C=C/c1ccc2ccccc2n1,c1_hetaryl_alkyl_c2_hetaryl,6.5661965755358198,25-Oct-2010,24-Sep-10,5se2_180,train,train,train,test,train,val,val
181,O=C(NCCCc1noc(-c2ccccc2)n1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,6.30510975179132327,14-Jun-2010,27-Apr-10,5sfl_181,test,train,train,train,train,train,train
182,Cn1cc(-c2ccccc2)nc1CCNC(=O)c1cccn2cnnc12,aryl_c1_amide_c2_hetaryl,6.4057898252901191,16-Apr-2012,16-May-11,5sfo_182,train,test,test,val,val,,val
183,Cn1cnc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,aryl_c1_amide_c2_hetaryl,7.6711516930888035,10-Jan-2011,04-Feb-10,5se7_183,train,test,train,train,train,test,val
184,CNC(=O)c1cn2cc(-c3ccccc3)nc2cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,9.649459435662531,19-Oct-2009,15-Jun-09,5sf4_184,test,train,train,train,train,train,val
185,COc1cc(-c2nc3cc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)ccn3n2)ccn1,aryl_c1_amide_c2_hetaryl,8.3253225321268007,06-Feb-2012,04-Feb-10,5se7_185,train,test,test,val,train,,test
186,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccnc3F)nc2c1,aryl_c1_amide_c2_hetaryl,8.3320803146826385,02-Aug-2011,04-Feb-10,5se7_186,train,test,val,val,train,test,train
187,Cc1c(Cl)cc(C(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.776968320187444,11-Mar-2013,01-Feb-12,5sej_187,val,val,,test,test,,train
188,Cc1cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn2c1C,c1_hetaryl_alkyl_c2_hetaryl,8.8374355934769806,13-Aug-2012,01-Feb-12,5sej_188,val,val,test,test,val,,test
189,Cc1nc2ccc(CCc3nc(-c4cccnc4)cn3C)nn2c1C,c1_hetaryl_alkyl_c2_hetaryl,5.77262807227759026,03-Dec-2012,19-Jul-11,5sf5_189,val,val,test,test,val,,test
190,CN(CCF)C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3)nc2C1,aryl_c1_amide_c2_hetaryl,6.6874356396980875,20-Jul-2010,04-Feb-10,5ses_190,train,test,train,train,train,train,train
191,Cn1cc(-c2ccccc2)nc1COc1ncc(C2CC2)nc1C(=O)NCC1CC1,c1_hetaryl_alkyl_c2_hetaryl,6.6540502066184947,09-May-2011,04-May-11,5sfa_191,train,train,train,test,train,test,train
192,CN(C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3OC(F)F)nc2C1)C1CC1,aryl_c1_amide_c2_hetaryl,8.0981604079487703,04-Oct-2010,04-Feb-10,5ses_192,train,test,train,train,train,train,train
193,Cn1ncc(C(=O)N2C[C@@H]3C[C@H]2CO3)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,aryl_c1_amide_c2_hetaryl,6.8913842438937762,16-May-2011,21-Sep-10,5seh_193,train,test,train,val,train,test,train
194,Cn1ncc(C(=O)NCc2ccccc2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,aryl_c1_amide_c2_hetaryl,6.20506185883056663,05-Jul-2010,03-May-10,5sfj_194,train,test,train,train,train,train,test
195,CN(C)C(=O)c1cnn(C)c1C(=O)Nc1ccc2[nH]c(-c3ccccc3)nc2c1,aryl_c1_amide_c2_hetaryl,9.438467849880965,21-Jun-2010,10-Sep-08,5sdw_195,train,test,train,train,train,train,test
196,Cc1cn2nc(-c3ccccc3)nc2cc1NC(=O)c1c(C(=O)N2CCC2)cnn1C,aryl_c1_amide_c2_hetaryl,9.7304870557820835,23-Jun-2010,04-Feb-10,5se7_196,train,test,train,train,train,train,train
197,COc1c(C)cnc(CCc2nc(-c3ccccc3)cn2C)c1C,c1_hetaryl_alkyl_c2_hetaryl,6.16690837418651336,04-Oct-2010,24-Sep-10,5se2_197,train,train,train,test,train,train,train
198,COc1nc(OCc2nc(-c3ccccc3)cn2C)nc2ccc(Cl)cc12,c1_hetaryl_alkyl_c2_hetaryl,7.832260394155602,21-Mar-2011,09-Feb-11,5sed_198,train,train,train,test,train,test,train
199,CNc1cc(C(=O)Nc2ccn3nc(-c4ccccc4)nc3c2)cc(Cl)n1,aryl_c1_amide_c2_hetaryl,7.0656884365878656,11-Jul-2011,09-Feb-11,5se3_199,train,test,val,val,train,test,val
200,Cc1ncc(C)n2nc(CCc3nc(N4CCCC4=O)cn3C3CC3)nc12,c1_hetaryl_alkyl_c2_hetaryl,7.5638373529592438,23-Sep-2013,08-Nov-11,5sep_200,val,val,,test,test,,val
201,CC(C)c1nnc2c(C(=O)NCCc3nc(-c4ccccc4)cn3C)cccn12,aryl_c1_amide_c2_hetaryl,7.6047784794264868,19-Mar-2012,16-May-11,5sfo_201,train,test,test,val,val,,val
202,Cc1oc(-c2ccccc2)nc1CCNC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.512013668870606,07-Jun-2010,27-Apr-10,5se5_202,test,train,train,train,train,train,train
203,CCN(CC)C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,aryl_c1_amide_c2_hetaryl,7.6488803902623281,08-Nov-2010,21-Sep-10,5seh_203,train,test,train,train,train,val,train
204,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc2nc(-c3ccccc3)nn2cc1F,aryl_c1_amide_c2_hetaryl,9.1096175916442923,04-Oct-2010,04-Feb-10,5se7_204,train,test,train,train,train,train,train
205,CC(C)OC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,aryl_c1_amide_c2_hetaryl,8.1022629746545727,24-Aug-2010,04-Feb-10,5se7_205,train,test,train,train,train,train,test
206,Cc1c(Cl)cc(OC(F)F)c2nc(CCc3nc(N4CCCC4)n(C)n3)nn12,c1_hetaryl_alkyl_c2_hetaryl,9.270848774394986,26-Nov-2012,01-Feb-12,5sej_206,val,val,test,test,val,,train
207,CN(C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1)C1CC1,aryl_c1_amide_c2_hetaryl,8.958613013532722,20-Dec-2010,21-Sep-10,5seh_207,train,test,train,train,train,val,train
208,Cc1c(Cl)cc(OC2CCOCC2)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,9.440093374963887,21-Jan-2013,01-Feb-12,5sej_208,val,val,,test,test,,test
209,Cc1sc(CCNC(=O)c2c(C(=O)N3CCC3)cnn2C)nc1-c1ccccc1,aryl_c1_amide_c2_hetaryl,6.7451316684851752,10-Oct-2011,16-May-11,5sfo_209,train,test,val,val,train,test,train
210,Cc1nn2ccc(OCc3nc(-c4ccccc4)cn3C)nc2c1C,c1_hetaryl_alkyl_c2_hetaryl,8.469160221383479,26-Sep-2011,04-Apr-11,5se6_210,train,train,val,test,train,test,train
211,CN(Cc1ccccn1)C(=O)c1cnn(C)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,aryl_c1_amide_c2_hetaryl,7.1929387600827608,05-Jul-2010,03-May-10,5sfj_211,train,test,train,train,train,train,val
212,CC(C)c1ncc(Nc2ccon2)c(C(=O)N[C@@H]2CCN(c3ccc(Cl)cn3)C2)n1,aminohetaryl_c1_amide,6.6340633970948729,30-Nov-2009,14-Oct-09,5sfg_212,test,train,train,train,train,train,train
213,Cc1nc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)cs1,aryl_c1_amide_c2_hetaryl,6.19652581336312447,05-Jul-2010,03-May-10,5sfj_213,train,test,train,train,train,train,train
214,Cc1nc2c(C)c(C)c(OCc3nc(-c4ccccc4)cn3C)nn2c1C,c1_hetaryl_alkyl_c2_hetaryl,8.7692956863874305,08-Aug-2011,11-Jul-11,5se9_214,train,train,val,test,train,test,val
215,Cn1cc(-c2ccccc2)nc1CCc1cnc2ccccc2n1,c1_hetaryl_alkyl_c2_hetaryl,7.6787952431455515,25-Oct-2010,24-Sep-10,5sek_215,train,train,train,test,train,val,test
216,Cc1cnn2c(C)c(CCc3nc(N4CCCC4)nn3C)nc2c1C,c1_hetaryl_alkyl_c2_hetaryl,7.6926109443466955,28-Aug-2012,24-AUG-12,5sf6_216,val,val,test,test,val,,train
217,Cn1ncc2c1C(=O)N(c1ccn3nc(-c4cccc(F)c4)nc3c1)C2=O,aryl_c1_amide_c2_hetaryl,7.2941533862606172,03-May-2011,04-Feb-10,5se7_217,train,test,train,val,train,test,val
218,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccnc(Cl)c3)nc2c1,aryl_c1_amide_c2_hetaryl,8.161025045044532,02-Nov-2011,04-Feb-10,5se7_218,train,test,val,val,train,test,train
219,Cc1cncc(-c2nc3cc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)ccn3n2)c1,aryl_c1_amide_c2_hetaryl,7.9508207553540329,29-Nov-2010,04-Feb-10,5se7_219,train,test,train,train,train,val,train
220,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3ccccc3OC)nc2c1,aryl_c1_amide_c2_hetaryl,7.9255492810454087,18-Jul-2011,04-Feb-10,5se7_220,train,test,val,val,train,test,test
221,CN(C)C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2c(nc(-c3ccccc3)c2Cl)C1,aryl_c1_amide_c2_hetaryl,7.5222567022140536,04-Oct-2010,04-Feb-10,5ses_221,train,test,train,train,train,train,train
222,Cn1ncc(C(=O)N2CCOCC2)c1C(=O)Nc1cn(-c2ccc3ccccc3n2)cn1,aryl_c1_amide_c2_hetaryl,8.7552282385047047,07-Sep-2009,05-Jun-09,5sen_222,train,test,train,train,train,train,test
223,Cc1c(Cl)cc(OC(C)C)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,9.163151663264462,08-Jul-2013,01-Feb-12,5sej_223,val,val,,test,test,,train
224,Cn1nc(N2CCCC2)nc1CCc1nc2cc(C(F)(F)F)c(F)c(N)n2n1,c1_hetaryl_alkyl_c2_hetaryl,7.4901122903347055,18-Jun-2012,04-Jun-12,5seu_224,train,train,test,test,val,,val
225,Cn1ncc(C(=O)N2CCC2)c1C(=O)N[C@@H]1CCn2c(nc(-c3ccccc3)c2Cl)C1,aryl_c1_amide_c2_hetaryl,8.157099511149035,14-Jun-2010,04-Feb-10,5ses_225,train,test,train,train,train,train,train
226,Cc1c(C(F)(F)F)nc2ccc(OCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,6.5373459935843963,09-Jul-2012,13-Oct-11,5sem_226,,val,test,test,val,,train
227,Cc1c(Cl)cc(OC(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,9.636388020107855,26-Sep-2012,01-Feb-12,5sej_227,val,val,test,test,val,,train
228,Cc1c(C#N)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.164689999130937,13-Aug-2012,01-Feb-12,5sej_228,val,val,test,test,val,,test
229,Cc1c(Cl)cc(C2CC2)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.00056495012367,17-Jul-2012,01-Feb-12,5sej_229,val,val,test,test,val,,test
